1328,107.68
1329,137.49
1340,52.87
1341,66.23
1342,83.67
1343,100.07
1344,84.49
1345,68.7
1346,58.58
1347,60.21
1348,89.36
1349,102.51
1350,112.49
1351,72.41
1352,111.83
1353,125.1
1356,82.53
1357,58.61
1358,48.72
1359,102.81
1360,74.06
1361,58.54
1362,80.01
1363,101.85
1382,43.23
1385,29
1390,20.81
1391,57.64
1392,37.84
1393,24.67
1401,53.1
1478,137.27
1479,108.25
1489,76.37
1490,112.46
1491,76.42
1492,87.25
1493,118.53
1508,83.79
1509,77.6
1514,177.96
1516,90.92
1517,138.04
1518,83.83
1531,109.49
1533,80.69
1537,76.6
1566,60.5
1625,41.77
1626,102.26
1627,103.91
1628,103.2
1629,103.08
1630,103.45
1631,88.88
1632,89.98
1634,89.48
1645,93.59
1672,56.52
1673,85.9
1674,80.29
1675,78.37
1819,195.44
1820,201.74
1821,192.96
1822,194.67
1823,191.19
1831,105.17
1833,180.2
1834,192.29
1839,280.47
1840,193.43
1841,173.21
1842,163.64
1893,114.74
2552,101.24
2553,96.47
2554,84.44
2555,68.1
2556,68.43
2557,54.06
2558,45.18
2559,40.45
2560,46.71
2562,131.18
2563,136.02
2564,134.9
2567,135.79
2568,129.98
2569,126.71
2623,114.76
2624,120.91
2625,108.71
2626,108.71
2627,108.04
2628,108.03
2632,198.39
2633,193.5
2634,190.8
2635,199.88
2638,180.08
2639,183.53
2640,191.3
2643,179.36
2644,183.38
2645,186.99
2646,192.25
2647,191.12
2648,193.62
2649,197.73
2653,119.93
2656,215.98
2660,84.65
2664,184.56
2665,119.59
2666,119.25
2667,119.43
2668,119.19
2669,119.56
2670,118.35
2671,119.62
2672,112.37
2673,121.81
2694,41.61
2695,55.24
2696,25.12
2698,67.1
2699,59.53
2700,72.52
2701,61.63
2702,37.34
2703,73.99
2704,79.85
2705,79.62
2706,69.31
2708,77.67
2710,63.05
2711,96.92
2712,78.13
2713,44.4
2714,71.1
2715,34
2717,75.58
2718,56.57
2719,67.79
2723,48.52
2725,196.34
2727,123.21
2728,145.49
2729,180.73
2730,118.99
2731,132.04
2732,201.4
2733,169.06
2734,157.31
2735,150.11
2736,137.06
2737,152.34
2738,128.1
2739,138.06
2740,143.21
2741,201
2742,189.79
2743,132.44
2745,154.97
2746,142.67
2748,146.55
2769,203.61
2770,126.42
2772,183.14
2773,175
2774,205.25
2863,197.82
2864,193.01
2865,201.02
2866,195.59
2867,206.73
2868,195.74
2869,196.1
2871,59.8
2915,96.76
2916,82.71
2917,43.75
2918,72.37
2919,91.83
2920,121.64
2922,107.12
2923,76.29
2924,78.9
2925,98.21
2926,103.76
2927,147.04
2928,148.77
2932,143.44
2933,62.98
2934,49.49
2939,112.13
3061,88.36
3062,94.67
3063,110.16
3142,157.99
3143,136.42
3145,198.95
3147,152.8
3149,133.61
3150,115.29
3194,74.52
3196,82.59
3200,47.19
3212,92.14
3250,180.21
3251,183.53
3253,304.32
3255,130.04
3256,119.45
3257,129.3
3258,130.98
3261,153.54
3265,119.6
3266,119.74
3267,84.56
3269,172.01
3270,193.05
3277,167.08
3307,65.85
3309,53.75
3310,81.64
3336,185.42
3337,139.63
3338,212.13
3339,118.99
3340,193.29
3341,192.81
3342,193.24
3343,193.24
3344,192.33
3345,101.97
3346,102.12
3348,185.19
3349,195.6
3350,191.78
3351,171.64
3352,139.52
3353,212.22
3354,191.81
3355,165.2
3356,112.87
3357,119.18
3358,208.3
3359,213.48
3360,194.51
3361,189.51
3362,191.96
3363,181.14
3364,177.17
3365,154.69
3366,158.68
3367,90.07
3368,92.08
3372,103.46
3373,58.57
3374,58.6
3375,100.53
3376,93.62
3377,73.11
3378,102.61
3379,96.78
3380,98.13
3381,95.99
3382,97.18
3383,93.07
3384,90.18
3385,90.2
3386,102.74
3387,120.12
3388,86.25
3389,81.51
3390,71.63
3392,73.1
3394,75.26
3395,77.05
3396,76.5
